,anchor,positive,negative
46399,168408,12,6
46400,168410,37,2
46401,168412,1,8
46402,168414,1,6
46403,168418,2354,6
46404,168420,58404,3
46405,168422,6,1
46406,168424,1,8
46407,168426,1189,1
46408,168428,4,2
46409,168430,24,2
46410,168432,4,2
46411,168434,4,1
46412,168436,3,1
46413,168438,4,2
46414,168440,4,1
46415,168442,4,3
46416,168444,6,2
46417,168446,4,3
46418,168448,3,1
46419,168450,37,3
46420,168452,4,1
46421,168454,6,1
46422,168456,86,3
46423,168458,1215,6
46424,168460,4,2
46425,168462,22,2
46426,168464,4,8
46427,168466,1,2
46428,168468,1,8
46429,168470,1,2
46430,168472,1,6
46431,168474,37,3
46432,168476,37,1
46433,168478,37,2
46434,168482,1,6
46435,168484,1,8
46436,168486,4,1
46437,168488,12,2
46438,168490,37,2
46439,168492,571,1
46440,168494,4,3
46441,168498,8861,1
46442,168500,1,6
46443,168502,4,3
46444,168504,1,2
46445,168506,1,2
46446,168508,1,2
46447,168510,4,2
46448,168518,4,2
46449,168522,16,3
46450,168524,4,3
46451,168528,4,2
46452,168530,4,2
46453,168532,4,2
46454,168534,1,8
46455,168536,1,6
46456,168540,12,6
46457,168542,1,9
46458,168546,4,1
46459,168548,112,4
46460,168550,20,2
46461,168552,680,1
46462,168554,6966,2
46463,168556,1,2
46464,168558,27,5
46465,168560,4,6
46466,168562,110,3
46467,168564,37,1
46468,168566,37,2
46469,168568,4,2
46470,168574,22,2
46471,168576,4,2
46472,168578,151,5
46473,168582,33072,3
46474,168584,1,2
46475,168586,1,6
46476,168588,22,3
46477,168594,3,8
46478,168596,4,2
46479,168598,1,3
46480,168602,4,5
46481,168604,4,2
46482,168606,37,2
46483,168608,966,1
46484,168610,1809,2
46485,168612,2985,1
46486,168614,6,3
46487,168616,22,2
46488,168618,4,1
46489,168620,20,1
46490,168622,480,5
46491,168624,682,2
46492,168626,20,8
46493,168628,41,3
46494,168630,1,2
46495,168632,3865,8
46496,168634,1,6
46497,168636,6,1
46498,168638,1,3
46499,168640,16,2
46500,168642,4,3
46501,168644,37,1
46502,168646,4,8
46503,168648,12,2
46504,168650,1331,3
46505,168652,22,1
46506,168654,20,13
46507,168656,4,1
46508,168658,20,1
46509,168660,4,2
46510,168664,37,2
46511,168666,37,3
46512,168668,4,6
46513,168670,4,1
46514,168672,3,2
46515,168674,6,1
46516,168676,4,2
46517,168678,1,2
46518,168680,4,6
46519,168682,1,2
46520,168684,1,4
46521,168686,4,3
46522,168688,1,10
46523,168690,558,3
46524,168692,12,2
46525,168694,1,8
46526,168696,20,2
46527,168698,20,2
46528,168700,1,6
46529,168704,1,6
46530,168706,1,8
46531,168708,41,3
46532,168710,44,4
46533,168712,125916,5
46534,168714,1454,8
46535,168718,4,8
46536,168720,212,3
46537,168722,748,3
46538,168724,1,6
46539,168726,4719,14
46540,168728,123715,6
46541,168730,77,3
46542,168732,16,3
46543,168734,4,2
46544,168736,37,1
46545,168738,12,3
46546,168740,4,1
46547,168742,4,1
46548,168744,1,6
46549,168748,1,2
46550,168750,1,2
46551,168752,48,2
46552,168754,4,5
46553,168756,4,2
46554,168758,4,2
46555,168760,4,6
46556,168762,84,2
46557,168764,22,3
46558,168766,20,1
46559,168768,12,2
46560,168770,4,1
46561,168772,20,3
46562,168774,6,2
46563,168776,20,2
46564,168778,4,2
46565,168780,10,3
46566,168782,22,1
46567,168784,20,2
46568,168786,20,2
46569,168788,224,6
46570,168792,317,9
46571,168794,188,5
46572,168796,4,1
46573,168798,4,3
46574,168800,1197,8
46575,168804,4,2
46576,168806,190,1
46577,168808,37,1
46578,168812,1,4
46579,168814,16,1
46580,168818,4,3
46581,168820,24,1
46582,168822,4,1
46583,168824,1,4
46584,168826,1,2
46585,168828,4,2
46586,168830,22,1
46587,168832,37,3
46588,168834,4,2
46589,168836,236,2
46590,168838,6,2
46591,168842,12,3
46592,168844,4,6
46593,168846,1,8
46594,168848,62,3
46595,168850,29,4
46596,168852,77,3
46597,168854,77,2
46598,168856,62,2
46599,168858,1,2
46600,168860,4,8
46601,168862,1,2
46602,168864,3,2
46603,168866,20,3
46604,168868,1,6
46605,168870,1,3
46606,168874,1616,1
46607,168880,160,4
46608,168884,6,2
46609,168886,4,1
46610,168888,198,3
46611,168892,1,6
46612,168894,22,1
46613,168896,22,1
46614,168898,459,6
46615,168900,4,2
46616,168902,6,3
46617,168904,5018,9
46618,168910,317,6
46619,168912,4,2
46620,168914,4,1
46621,168916,20,2
46622,168918,47999,6
46623,168920,151,1
46624,168922,20,2
46625,168924,27,3
46626,168926,37,2
46627,168928,1,2
46628,168930,6,2
46629,168932,1,6
46630,168934,4,2
46631,168936,37,2
46632,168938,2322,2
46633,168940,27266,6
46634,168942,24,2
46635,168944,6,1
46636,168946,20,13
46637,168948,3,8
46638,168950,724,6
46639,168952,37,2
46640,168954,37,2
46641,168956,37,2
46642,168958,37,2
46643,168960,37,3
46644,168962,20,2
46645,168964,2404,4
46646,168966,3,6
46647,168972,77,1
46648,168974,4,2
46649,168978,4,1
46650,168980,4,2
46651,168982,37,3
46652,168984,12,2
46653,168986,12,2
46654,168988,4,2
46655,168994,1,2
46656,168996,1,2
46657,168998,37,1
46658,169000,1,4
46659,169002,1,5
46660,169004,4,8
46661,169006,4,1
46662,169008,4,3
46663,169010,12,1
46664,169012,4,5
46665,169014,377,2
46666,169016,4,1
46667,169018,3,1
46668,169020,4,3
46669,169022,1,3
46670,169024,4,2
46671,169026,4,1
46672,169028,5608,3
46673,169030,4,1
46674,169032,6,1
46675,169034,84768,1
46676,169036,37,1
46677,169038,4,3
46678,169040,37,1
46679,169042,4,6
46680,169044,4,1
46681,169046,37,3
46682,169048,37,2
46683,169050,6,3
46684,169052,37,2
46685,169054,37,2
46686,169056,37,1
46687,169058,37,3
46688,169060,37,3
46689,169062,6,1
46690,169064,682,2
46691,169066,4,3
46692,169068,37,1
46693,169070,4,3
46694,169072,37,2
46695,169074,110,1
46696,169082,6,2
46697,169088,198,1
46698,169090,20,3
46699,169092,1,5
46700,169094,12,8
46701,169096,12,8
46702,169098,12,3
46703,169100,6,2
46704,169102,1,2
46705,169104,4,3
46706,169106,4,8
46707,169110,12,1
46708,169112,4,3
46709,169114,3,8
46710,169116,4,2
46711,169118,317,9
46712,169120,4,2
46713,169122,317,9
46714,169124,4,1
46715,169126,4,3
46716,169128,4,3
46717,169130,27,3
46718,169132,4,3
46719,169134,4,1
46720,169136,4,5
46721,169138,4,1
46722,169140,4,6
46723,169142,4,3
46724,169146,4,3
46725,169148,4,2
46726,169150,4,2
46727,169152,4,1
46728,169154,4,1
46729,169156,4,1
46730,169158,4,2
46731,169160,4,2
46732,169162,22,1
46733,169164,2932,5
46734,169166,331,2
46735,169168,4,8
46736,169170,4,2
46737,169172,1148,2
46738,169174,1,3
46739,169176,37,3
46740,169178,5065,6
46741,169180,6,2
46742,169182,4,5
46743,169184,12,8
46744,169186,48,5
46745,169188,1,2
46746,169190,4,3
46747,169192,37,2
46748,169194,22,2
46749,169196,4,1
46750,169198,4,6
46751,169200,37,3
46752,169202,37,3
46753,169204,1,8
46754,169206,4,3
46755,169208,224,6
46756,169210,4,3
46757,169212,4,3
46758,169214,1,3
46759,169216,4,2
46760,169218,4,5
46761,169220,4,1
46762,169222,4,1
46763,169224,6,1
46764,169226,20,2
46765,169228,4,2
46766,169230,84,3
46767,169232,84,2
46768,169234,546,4
46769,169236,3247,6
46770,169238,1,2
46771,169240,4,2
46772,169242,4,1
46773,169244,4,2
46774,169246,41,3
46775,169248,6,2
46776,169250,93,8
46777,169252,48,3
46778,169254,4,1
46779,169256,4,2
46780,169258,4,2
46781,169260,37,1
46782,169262,1,6
46783,169264,1,8
46784,169266,1,8
46785,169268,1,8
46786,169274,1,8
46787,169276,4,3
46788,169278,1,8
46789,169280,1,8
46790,169282,196,2
46791,169284,682,2
46792,169286,41,1
46793,169288,1726,7
46794,169290,22,3
46795,169292,12,1
46796,169294,37,1
46797,169296,12,1
46798,169298,22,2
46799,169300,6,1
46800,169302,1,8
46801,169304,4,5
46802,169306,4,2
46803,169308,1,2
46804,169310,1,8
46805,169312,1,6
46806,169314,1,6
46807,169316,1,8
46808,169318,1,2
46809,169320,1,6
46810,169322,1,6
46811,169324,1,2
46812,169326,1,6
46813,169328,1,8
46814,169330,1,2
46815,169332,1,6
46816,169334,1,6
46817,169336,1,6
46818,169338,1,2
46819,169340,1,8
46820,169342,1,6
46821,169344,1,2
46822,169346,1,8
46823,169348,1,2
46824,169350,1,2
46825,169352,1,2
46826,169354,1,2
46827,169356,1,2
46828,169358,1,6
46829,169360,1,6
46830,169362,1,6
46831,169364,1,6
46832,169366,1,6
46833,169368,1,2
46834,169370,1,6
46835,169372,1,8
46836,169374,1,8
46837,169376,1,8
46838,169378,1,2
46839,169380,1,8
46840,169382,1,8
46841,169384,1,6
46842,169386,4,3
46843,169388,20,3
46844,169390,1,8
46845,169392,6,2
46846,169394,1,2
46847,169396,4,1
46848,169398,22,2
46849,169400,610,2
46850,169402,4,2
46851,169404,22,3
46852,169406,4,3
46853,169408,1,6
46854,169410,4,2
46855,169414,4,2
46856,169416,22,1
46857,169418,4,3
46858,169420,4,2
46859,169422,897,5
46860,169424,37,2
46861,169426,4,3
46862,169428,4,3
46863,169430,4,1
46864,169432,4,1
46865,169434,37,3
46866,169436,4,2
46867,169438,188,3
46868,169440,12,2
46869,169442,6,2
46870,169444,10,5
46871,169446,12,3
46872,169450,1,2
46873,169452,327,2
46874,169454,6,1
46875,169456,6,3
46876,169458,4,2
46877,169460,12,3
46878,169462,12,1
46879,169464,20,3
46880,169466,112854,9
46881,169468,20,1
46882,169470,4,2
46883,169472,1,2
46884,169474,37,3
46885,169476,48,5
46886,169478,27,5
46887,169480,4,5
46888,169482,4,3
46889,169484,4,1
46890,169486,4,2
46891,169488,37,1
46892,169490,4,2
46893,169492,6,1
46894,169494,4,5
46895,169496,37,1
46896,169498,37,3
46897,169500,485,16
46898,169502,1,3
46899,169504,1,8
46900,169506,673,8
46901,169508,558,2
46902,169510,558,3
46903,169512,558,3
46904,169514,558,4
46905,169516,558,2
46906,169518,37,2
46907,169520,1,5
46908,169522,558,3
46909,169524,558,5
46910,169526,558,4
46911,169528,558,5
46912,169530,4,3
46913,169534,4,2
46914,169536,4,1
46915,169538,1,2
46916,169540,1,2
46917,169542,1,6
46918,169544,1,2
46919,169546,1,6
46920,169548,1,2
46921,169550,1,2
46922,169552,1,2
46923,169554,1,8
46924,169556,1,6
46925,169558,1,2
46926,169560,1,8
46927,169562,1,8
46928,169564,1,8
46929,169566,1,2
46930,169568,1,6
46931,169570,1,8
46932,169572,1,6
46933,169574,1,6
46934,169576,1,8
46935,169578,1,6
46936,169580,1,6
46937,169582,1,2
46938,169584,1,6
46939,169586,1,2
46940,169588,1,6
46941,169590,1,8
46942,169592,1,6
46943,169594,1,6
46944,169596,1,6
46945,169598,1,2
46946,169600,1,2
46947,169602,1,6
46948,169604,1,2
46949,169606,1,8
46950,169608,1,2
46951,169610,1,6
46952,169612,1,2
46953,169614,1,2
46954,169616,66,2
46955,169618,1,2
46956,169622,1,2
46957,169624,1,6
46958,169626,1,6
46959,169628,1,8
46960,169630,1,8
46961,169632,1,8
46962,169634,1,8
46963,169636,137176,13
46964,169640,1,6
46965,169642,1,2
46966,169644,1,6
46967,169646,1,8
46968,169648,1,6
46969,169650,1,6
46970,169652,3,1
46971,169654,22,1
46972,169656,58246,2
46973,169658,24,2
46974,169660,12,2
46975,169662,1,6
46976,169664,6,1
46977,169666,6,1
46978,169668,37,2
46979,169670,177,2
46980,169672,40339,2
46981,169674,6,3
46982,169682,20,2
46983,169684,4,2
46984,169686,682,2
46985,169688,66,2
46986,169690,4,6
46987,169692,4,3
46988,169694,37,3
46989,169696,37,2
46990,169698,1,2
46991,169700,37,2
46992,169706,41,3
46993,169708,48,9
46994,169710,16,2
46995,169714,4,8
46996,169718,70,8
46997,169720,12,2
46998,169722,12,2
46999,169726,12,2
47000,169732,12,3
47001,169738,12,1
47002,169740,12,2
47003,169742,12,2
47004,169744,12,8
47005,169746,3696,8
47006,169748,12,3
47007,169750,70,3
47008,169752,4,1
47009,169754,4,3
47010,169756,2436,6
47011,169758,151,5
47012,169760,1305,1
47013,169762,4,3
47014,169764,587,2
47015,169766,4,8
47016,169768,4,5
47017,169770,4,2
47018,169772,1,2
47019,169774,48,5
47020,169776,20,8
47021,169778,22,3
47022,169780,3837,5
47023,169782,22,1
47024,169784,37,1
47025,169786,4,1
47026,169788,37,2
47027,169790,62,1
47028,169792,1,2
47029,169794,1,14
47030,169796,4,2
47031,169798,1,2
47032,169800,22,3
47033,169802,4,5
47034,169804,1,6
47035,169806,22,3
47036,169808,22,2
47037,169810,37,2
47038,169812,4,6
47039,169814,6,1
47040,169816,6,3
47041,169818,6,3
47042,169820,6,2
47043,169822,6,2
47044,169824,20,13
47045,169826,37,1
47046,169828,71999,9
47047,169830,37,3
47048,169832,1750,3
47049,169834,1,2
47050,169836,1,6
47051,169838,4,2
47052,169840,1,6
47053,169842,141668,5
47054,169844,3,2
47055,169846,1,4
47056,169848,4,1
47057,169850,12,1
47058,169852,37,3
47059,169854,1,2
47060,169858,109571,9
47061,169860,37,2
47062,169862,1,2
47063,169864,2827,1
47064,169866,24,1
47065,169868,3,8
47066,169870,37,2
47067,169872,4,1
47068,169874,317,6
47069,169876,4,1
47070,169878,12,8
47071,169880,188,4
47072,169882,4,1
47073,169884,20,9
47074,169886,6,1
47075,169888,15,2
47076,169890,1,9
47077,169892,12,3
47078,169894,12,3
47079,169896,22,1
47080,169898,37,2
47081,169900,53550,7
47082,169902,198,3
47083,169904,24,2
47084,169906,5959,3
47085,169908,1,8
47086,169910,1,6
47087,169912,1,6
47088,169914,1,2
47089,169916,1,8
47090,169918,1,8
47091,169920,1,2
47092,169922,1,2
47093,169924,1,2
47094,169926,1,8
47095,169928,1,6
47096,169930,1,6
47097,169932,101,14
47098,169938,4,3
47099,169940,37,3
47100,169942,4,1
47101,169944,1,6
47102,169948,7620,9
47103,169950,4,2
47104,169952,1,8
47105,169954,37,3
47106,169956,37,1
47107,169958,22,1
47108,169960,4,1
47109,169962,426,1
47110,169964,12,1
47111,169966,16,2
47112,169968,22,2
47113,169970,12,2
47114,169974,4,2
47115,169976,8581,5
47116,169978,198,3
47117,169980,84768,2
47118,169982,1591,3
47119,169984,91660,1
47120,169986,1,2
47121,169988,4,2
47122,169990,119878,3
47123,169992,4106,2
47124,169996,4,2
47125,169998,24,3
47126,170000,22,2
47127,170006,37,1
47128,170008,37,3
47129,170010,3,5
47130,170012,37,3
47131,170014,37,1
47132,170016,37,3
47133,170020,4,2
47134,170022,37,2
47135,170024,37,2
47136,170026,4,1
47137,170028,27,3
47138,170030,4,1
47139,170032,20,3
47140,170036,27,6
47141,170040,4,2
47142,170042,4,2
47143,170044,6,3
47144,170046,104069,6
47145,170048,4,8
47146,170050,22,3
47147,170052,12,6
47148,170054,1,2
47149,170056,125159,5
47150,170058,3247,6
47151,170060,1,6
47152,170062,1,2
47153,170064,4,1
47154,170066,37,3
47155,170068,4,6
47156,170070,4,3
47157,170103,20,2
47158,170105,4,6
47159,170107,4,3
47160,170111,4,2
47161,170113,4,6
47162,170115,4,2
47163,170117,1,6
47164,170119,198,2
47165,170121,20,3
47166,170123,1,6
47167,170125,26340,16
47168,170127,27344,5
47169,170129,12,2
47170,170133,1,2
47171,170137,1,10
47172,170143,1,8
47173,170145,4,3
47174,170149,6,1
47175,170151,1,2
47176,170153,22,2
47177,170155,20,9
47178,170157,16,3
47179,170159,37,3
47180,170161,20,2
47181,170163,1,8
47182,170165,4,3
47183,170167,1039,3
47184,170169,16,1
47185,170171,4,8
47186,170183,6,3
47187,170185,10,5
47188,170191,256,6
47189,170193,4,2
47190,170195,66,1
47191,170197,4,2
47192,170199,110,1
47193,170201,1,2
47194,170203,66,3
47195,170205,24,1
47196,170207,29,6
47197,170209,4,2
47198,170211,427,2
47199,170213,1,8
47200,170215,6,1
47201,170217,27,6
47202,170221,20,1
47203,170223,12,1
47204,170225,12,1
47205,170227,22,3
47206,170229,4,1
47207,170231,110,1
47208,170233,37,3
47209,170235,6,1
47210,170237,16,3
47211,170239,590,5
47212,170241,682,2
47213,170245,4,3
47214,170247,22,3
47215,170251,6,3
47216,170253,6,1
47217,170255,37,3
47218,170257,37,1
47219,170259,1,3
47220,170261,4,3
47221,170263,1,6
47222,170265,1,4
47223,170267,20,3
47224,170269,4,1
47225,170271,10,3
47226,170273,196,3
47227,170275,27,6
47228,170277,546,5
47229,170279,66,2
47230,170281,12,1
47231,170283,66,1
47232,170285,546,16
47233,170287,426,1
47234,170289,610,1
47235,170291,22,1
47236,170293,1,10
47237,170295,1,8
47238,170297,610,2
47239,170299,1,2
47240,170301,1,8
47241,170303,6,1
47242,170305,1,10
47243,170307,131962,8
47244,170311,4,2
47245,170313,163,1
47246,170315,66,3
47247,170317,1,2
47248,170319,169,3
47249,170321,10,4
47250,170323,22,3
47251,170327,1,2
47252,170329,37,3
47253,170331,37,1
47254,170333,20,3
47255,170335,70,1
47256,170337,4,3
47257,170339,1484,8
47258,170341,1,8
47259,170343,4,5
47260,170345,1,8
47261,170347,41,3
47262,170349,37,2
47263,170351,1,6
47264,170353,4,2
47265,170355,1464,2
47266,170357,170411,2
47267,170359,37,1
47268,170361,4,2
47269,170363,4,3
47270,170365,12,1
47271,170367,4,3
47272,170369,22,3
47273,170371,49593,5
47274,170373,4,1
47275,170375,5224,3
47276,170377,37,1
47277,170379,37,2
47278,170381,22,1
47279,170383,4,2
47280,170385,1,6
47281,170389,4,1
47282,170391,217,3
47283,170393,1,6
47284,170395,41,3
47285,170397,5018,3
47286,170399,4085,2
47287,170401,26414,6
47288,170403,4583,8
47289,170405,24,2
47290,170407,1,8
47291,170409,29,3
47292,170411,170357,6
47293,170413,24,2
47294,170415,16,1
47295,170419,20,1
47296,170421,20,9
47297,170423,1,2
47298,170425,4,8
47299,170427,4,1
47300,170429,37,1
47301,170431,4,2
47302,170433,44,4
47303,170435,1,3
47304,170437,4,6
47305,170439,1,2
47306,170441,37,1
47307,170443,37,1
47308,170445,4,2
47309,170447,20,8
47310,170449,37,1
47311,170453,4,2
47312,170455,161,2
47313,170457,20,9
47314,170459,44,4
47315,170461,4,2
47316,170465,37,1
47317,170467,4,5
47318,170469,6,1
47319,170471,6,2
47320,170473,37,2
47321,170475,1,8
47322,170477,32,1
47323,170479,4,1
47324,170481,16,2
47325,170483,37,3
47326,170485,48,6
47327,170487,20,3
47328,170489,4,2
47329,170491,4,3
47330,170493,37,1
47331,170495,1,2
47332,170497,37,3
47333,170499,112,14
47334,170501,151,1
47335,170503,4,2
47336,170505,4,6
47337,170507,1,9
47338,170509,4,6
47339,170511,4,2
47340,170513,1,6
47341,170515,3,6
47342,170517,1,8
47343,170519,1,6
47344,170521,4,1
47345,170523,4,5
47346,170525,4,1
47347,170527,4,2
47348,170529,3,2
47349,170531,22,1
47350,170533,4,2
47351,170535,1,8
47352,170537,6,1
47353,170539,37,3
47354,170541,682,3
47355,170543,4,5
47356,170545,4,3
47357,170549,20,8
47358,170551,1,2
47359,170553,10,3
47360,170555,20,9
47361,170557,32,3
47362,170559,20,3
47363,170561,20,3
47364,170563,3,8
47365,170565,1,8
47366,170567,1,6
47367,170569,6,2
47368,170571,249,1
47369,170573,20,2
47370,170575,6,3
47371,170577,4,5
47372,170579,4,1
47373,170581,4,3
47374,170583,12,2
47375,170585,6,1
47376,170587,22,2
47377,170589,20,8
47378,170591,1,2
47379,170593,1750,3
47380,170595,4,2
47381,170597,1,2
47382,170599,4,2
47383,170601,1,2
47384,170603,6,2
47385,170605,20,3
47386,170609,4,1
47387,170611,1,2
47388,170613,41,1
47389,170615,2367,6
47390,170617,4,1
47391,170621,4,1
47392,170623,6,3
47393,170625,4,3
47394,170627,4990,6
47395,170629,3699,2
47396,170631,1,8
47397,170633,4,3
47398,170635,1151,4
47399,170637,4,3
47400,170639,610,5
